year	consul_prior	consul_posterior	comment_year	comment_consul_prior	comment_consul_posterior	consul_prior_wikipedia_uri	consul_posterior_wikipedia_uri	godot_uri	label
-45	Q. Fabius Maximus (suff.)	C. Trebonius (suff.)	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-478			https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus	https://en.wikipedia.org/wiki/Trebonius	https://godot.date/id/B83stmZReiRh4GUSTQ7oeW	45 BC: Q. Fabius Maximus (suff.) / C. Trebonius (suff.)
-45	C. Caninius Rebilus (suff.)	C. Trebonius (suff.)	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-479			https://en.wikipedia.org/wiki/Gaius_Caninius_Rebilus	https://en.wikipedia.org/wiki/Trebonius	https://godot.date/id/jCQstocRhHCC6unNBT6o8h	45 BC: C. Caninius Rebilus (suff.) / C. Trebonius (suff.)
-44	C. Julius Caesar V	M. Antonius	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-480			https://en.wikipedia.org/wiki/Julius_Caesar	https://en.wikipedia.org/wiki/Mark_Antony	https://godot.date/id/aaTSi3GKUYLi96eQkX3ygi	44 BC: C. Julius Caesar V / M. Antonius
-44	P. Cornelius Dolabella (suff.)	M. Antonius	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-481			https://en.wikipedia.org/wiki/Publius_Cornelius_Dolabella	https://en.wikipedia.org/wiki/Mark_Antony	https://godot.date/id/mtXrZzuSdpTsUCXMeGoN3Z	44 BC: P. Cornelius Dolabella (suff.) / M. Antonius
-43	C. Vibius Pansa Caetronianus	A. Hirtius	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-482			https://en.wikipedia.org/wiki/Gaius_Vibius_Pansa_Caetronianus	https://en.wikipedia.org/wiki/Aulus_Hirtius	https://godot.date/id/avLSQr2DFX4R5xzWdkfyrS	43 BC: C. Vibius Pansa Caetronianus / A. Hirtius
-43	C. Julius Caesar (Octavianus, suff.)	Q. Pedius (suff.)	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-483			https://en.wikipedia.org/wiki/Augustus	https://en.wikipedia.org/wiki/Quintus_Pedius	https://godot.date/id/92NLUpUUuywKLXWzHoWjSQ	43 BC: C. Julius Caesar (Octavianus, suff.) / Q. Pedius (suff.)
-43	P. Ventidius Bassus (suff.)	C. Carrinas (suff.)	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-484			https://en.wikipedia.org/wiki/Publius_Ventidius_Bassus	https://en.wikipedia.org/wiki/Gaius_Carrinas_(consul_43_BC)	https://godot.date/id/7WYArGmRsQ5dagSJRypYrL	43 BC: P. Ventidius Bassus (suff.) / C. Carrinas (suff.)
-42	M. Aemilius Lepidus II	L. Munatius Plancus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-485			https://en.wikipedia.org/wiki/Marcus_Aemilius_Lepidus_(triumvir)	https://en.wikipedia.org/wiki/Lucius_Munatius_Plancus	https://godot.date/id/5JLFx5EjNH9GRmGpbopDpk	42 BC: M. Aemilius Lepidus II / L. Munatius Plancus
-41	L. Antonius Pietas	P. Servilius Isauricus II	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-486			https://en.wikipedia.org/wiki/Lucius_Antonius_(brother_of_Mark_Antony)	https://en.wikipedia.org/wiki/Publius_Servilius_Vatia_Isauricus_(consul_48_BCE)	https://godot.date/id/UnJxP9g3Mvad3oqgjcPTaf	41 BC: L. Antonius Pietas / P. Servilius Isauricus II
-40	Cn. Domitius Calvinus II	C. Asinius Pollio	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-487			https://en.wikipedia.org/wiki/Gnaeus_Domitius_Calvinus	https://en.wikipedia.org/wiki/Gaius_Asinius_Pollio_(consul_40_BC)	https://godot.date/id/ZBrbBZPjrF3GA4V7yCHR6o	40 BC: Cn. Domitius Calvinus II / C. Asinius Pollio
-40	L. Cornelius Balbus (suff.)	P. Canidius Crassus (suff.)	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-488				https://en.wikipedia.org/wiki/Publius_Canidius_Crassus	https://godot.date/id/rMQskGxBf5jd9u2f2psmUK	40 BC: L. Cornelius Balbus (suff.) / P. Canidius Crassus (suff.)
-39	L. Marcius Censorinus	C. Calvisius Sabinus	Dates of succession for this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 285			https://en.wikipedia.org/wiki/Lucius_Marcius_Censorinus_(consul_39_BC)	https://en.wikipedia.org/wiki/Gaius_Calvisius_Sabinus_(consul_39_BC)	https://godot.date/id/Ve7HGp8yxrHeRGpnvrFpq4	39 BC: L. Marcius Censorinus / C. Calvisius Sabinus
-39	L. Marcius Censorinus	P. Alfenus Varus (suff.; after October–December)	Dates of succession for this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 285			https://en.wikipedia.org/wiki/Lucius_Marcius_Censorinus_(consul_39_BC)		https://godot.date/id/ST4F9MCgGav3VbZt7AhZNn	39 BC: L. Marcius Censorinus / P. Alfenus Varus (suff.; after October–December)
-39	C. Cocceius Balbus (suff.; December)	P. Alfenus Varus (suff.; after October–December)	Dates of succession for this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 285			https://en.wikipedia.org/wiki/Gaius_Cocceius_Balbus	https://en.wikipedia.org/wiki/Alfenus_Varus	https://godot.date/id/nSEXKxsBGANrJXvfZT9PBd	39 BC: C. Cocceius Balbus (suff.; December) / P. Alfenus Varus (suff.; after October–December)
-38	Ap. Claudius Pulcher (January–June)	C. Norbanus Flaccus (January–August)	Dates of succession for this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 285			https://en.wikipedia.org/wiki/Appius_Claudius_Pulcher_(consul_38_BC)	https://en.wikipedia.org/wiki/Gaius_Norbanus_Flaccus	https://godot.date/id/LP3edTcEeTmRqTWMBpxH6d	38 BC: Ap. Claudius Pulcher (January–June) / C. Norbanus Flaccus (January–August)
-38	L. Cornelius Lentulus (suff.; July–December)	C. Norbanus Flaccus (January–August)	Dates of succession for this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 285			https://en.wikipedia.org/wiki/Lucius_Cornelius_Lentulus_Cruscellio	https://en.wikipedia.org/wiki/Gaius_Norbanus_Flaccus	https://godot.date/id/gTh6B7P7AhVoLvP2nuQJBC	38 BC: L. Cornelius Lentulus (suff.; July–December) / C. Norbanus Flaccus (January–August)
-38	L. Cornelius Lentulus (suff.; July–December)	L. Marcius Philippus (suff.; September–December)	Dates of succession for this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 285			https://en.wikipedia.org/wiki/Lucius_Cornelius_Lentulus_Cruscellio	https://en.wikipedia.org/wiki/Lucius_Marcius_Philippus_(consul_38_BC)	https://godot.date/id/upzk8rtLSDJd6wyRNYGVXL	38 BC: L. Cornelius Lentulus (suff.; July–December) / L. Marcius Philippus (suff.; September–December)
-37	M. Vipsanius Agrippa	L. Caninius Gallus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-458				https://en.wikipedia.org/wiki/Lucius_Caninius_Gallus_(consul_37_BC)	https://godot.date/id/RoPjSX6LrSKZNuYQ6rJhm7	37 BC: M. Vipsanius Agrippa / L. Caninius Gallus
-37	M. Vipsanius Agrippa	T. Statilius Taurus (suff.)	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-458			https://en.wikipedia.org/wiki/Marcus_Vipsanius_Agrippa	https://en.wikipedia.org/wiki/Titus_Statilius_Taurus	https://godot.date/id/Uhj8GkpcWSBYAGzyTMxAMX	37 BC: M. Vipsanius Agrippa / T. Statilius Taurus (suff.)
-36	L. Gellius Publicola (January–August)	M. Cocceius Nerva (January–June)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 280			https://en.wikipedia.org/wiki/Lucius_Gellius_Publicola_(consul_36_BC)	https://en.wikipedia.org/wiki/Marcus_Cocceius_Nerva_(consul_36_BC)	https://godot.date/id/mF8REACxp76KVYYbrDEKPK	36 BC: L. Gellius Publicola (January–August) / M. Cocceius Nerva (January–June)
-36	L. Gellius Publicola (January–August)	Q. Marcius (suff.; July–December)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 280			https://en.wikipedia.org/wiki/Lucius_Gellius_Publicola_(consul_36_BC)	https://en.wikipedia.org/wiki/Quintus_Marcius_Crispus	https://godot.date/id/P7mcCytPhbN4DUSHQtYCvg	36 BC: L. Gellius Publicola (January–August) / Q. Marcius (suff.; July–December)
-36	L. Nonius Asprenas (suff.; September–December)	Q. Marcius (suff.; July–December)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 280			https://en.wikipedia.org/wiki/Lucius_Nonius_Asprenas_(consul_36_BC)	https://en.wikipedia.org/wiki/Quintus_Marcius_Crispus	https://godot.date/id/cZePVLPsJsBhNRjEdNhuSN	36 BC: L. Nonius Asprenas (suff.; September–December) / Q. Marcius (suff.; July–December)
-35	L. Cornificius (January–August)	Sex. Pompeius (January–June)	Dates of succession for this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 285			https://en.wikipedia.org/wiki/Lucius_Cornificius		https://godot.date/id/7nSY7yNq2zUHddtVYrnKkh	35 BC: L. Cornificius (January–August) / Sex. Pompeius (January–June)
-35	P. Cornelius Dolabella (suff.; September–December)	Sex. Pompeius (January–June)	Dates of succession for this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 285			https://en.wikipedia.org/wiki/Publius_Cornelius_Dolabella_(suffect_consul_35_BC)	https://en.wikipedia.org/wiki/Sextus_Pompeius_(relatives_of_triumvir_Pompey)#Consul_of_35_BC	https://godot.date/id/DBHe2maFUkxpeVJs8LkYbQ	35 BC: P. Cornelius Dolabella (suff.; September–December) / Sex. Pompeius (January–June)
-35	P. Cornelius Dolabella (suff.; September–December)	T. Peducaeus (suff.; July–December)	Dates of succession for this year is taken from John Bodel, "Chronology and Succession 2: Notes on Some Consular Lists on Stone", Zeitschrift für Papyrologie und Epigraphik, 105 (1995), p. 285			https://en.wikipedia.org/wiki/Publius_Cornelius_Dolabella_(suffect_consul_35_BC)	https://en.wikipedia.org/wiki/Titus_Peducaeus	https://godot.date/id/tdc3yzaBwHrD4wDBuFyw5F	35 BC: P. Cornelius Dolabella (suff.; September–December) / T. Peducaeus (suff.; July–December)
-34	M. Antonius II (1 January only)	L. Scribonius Libo (January–June)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 287			https://en.wikipedia.org/wiki/Mark_Antony	https://en.wikipedia.org/wiki/Lucius_Scribonius_Libo_(consul_34_BC)	https://godot.date/id/JH8UeZxtqpY8HTNGwQ2r3n	34 BC: M. Antonius II (1 January only) / L. Scribonius Libo (January–June)
-34	L. Sempronius Atratinus (suff.; 2 January–June)	L. Scribonius Libo (January–June)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 287			https://en.wikipedia.org/wiki/Lucius_Sempronius_Atratinus	https://en.wikipedia.org/wiki/Lucius_Scribonius_Libo_(consul_34_BC)	https://godot.date/id/UeiPY2R457bKqcHD8fwVJo	34 BC: L. Sempronius Atratinus (suff.; 2 January–June) / L. Scribonius Libo (January–June)
-34	L. Aemilius Lepidus Paullus (suff.; July–December)	C. Memmius (suff.; July–August)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 287			https://en.wikipedia.org/wiki/Lucius_Aemilius_Lepidus_Paullus_(consul_34_BC)	https://en.wikipedia.org/wiki/Gaius_Memmius_(consul_34_BC)	https://godot.date/id/xGzFwhwhUpRwsUkXsuxASF	34 BC: L. Aemilius Lepidus Paullus (suff.; July–December) / C. Memmius (suff.; July–August)
-34	L. Aemilius Lepidus Paullus (suff.; July–December)	M. Herennius Picens (suff.; September–December)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 287			https://en.wikipedia.org/wiki/Lucius_Aemilius_Lepidus_Paullus_(consul_34_BC)	https://en.wikipedia.org/wiki/Marcus_Herennius_Picens_(consul_34_BC)	https://godot.date/id/K2meMgqf4gNpEWnjsS2LsC	34 BC: L. Aemilius Lepidus Paullus (suff.; July–December) / M. Herennius Picens (suff.; September–December)
-33	Imp. Caesar Divi f. II (1 January only)	L. Volcacius Tullus (January–April)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 287			https://en.wikipedia.org/wiki/Augustus	https://en.wikipedia.org/wiki/Lucius_Volcatius_Tullus_(consul_33_BC)	https://godot.date/id/mzj3zUir8XYPi8rJXwxoqD	33 BC: Imp. Caesar Divi f. II (1 January only) / L. Volcacius Tullus (January–April)
-33	L. Autronius Paetus (suff.; 2 January–April)	L. Volcacius Tullus (January–April)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 288			https://en.wikipedia.org/wiki/Lucius_Autronius_Paetus	https://en.wikipedia.org/wiki/Lucius_Volcatius_Tullus_(consul_33_BC)	https://godot.date/id/jERWMKz4qeQq2mpv6JtefF	33 BC: L. Autronius Paetus (suff.; 2 January–April) / L. Volcacius Tullus (January–April)
-33	L. Flavius (suff.; May–June or August)	C. Fonteius Capito (suff.; May–June or August)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 289				https://en.wikipedia.org/wiki/Gaius_Fonteius_Capito_(suffect_consul_33_BC)	https://godot.date/id/nkB3zyxMeDBKP5yrJzKy9W	33 BC: L. Flavius (suff.; May–June or August) / C. Fonteius Capito (suff.; May–June or August)
-33	M. Acilius Glabrio (suff.; July–August or September)	C. Fonteius Capito (suff.; May–June or August)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 290			https://en.wikipedia.org/wiki/Marcus_Acilius_Glabrio_(suffect_consul_33_BC)	https://en.wikipedia.org/wiki/Gaius_Fonteius_Capito_(suffect_consul_33_BC)	https://godot.date/id/jpdurqqe7LaaEtuXdeezzC	33 BC: M. Acilius Glabrio (suff.; July–August or September) / C. Fonteius Capito (suff.; May–June or August)
-33	L. Vinicius (suff.; September–December)	C. Fonteius Capito (suff.; May–June or August)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 291			https://en.wikipedia.org/wiki/Lucius_Vinicius_(suffect_consul_33_BC)	https://en.wikipedia.org/wiki/Gaius_Fonteius_Capito_(suffect_consul_33_BC)	https://godot.date/id/2GvgxMdiRmj4xe56usMts5	33 BC: L. Vinicius (suff.; September–December) / C. Fonteius Capito (suff.; May–June or August)
-33	L. Vinicius (suff.; September–December)	Q. Laronius (suff.; October–December)	Dates of succession for this year is taken from Bodel, "Chronology and Succession", p. 291			https://en.wikipedia.org/wiki/Lucius_Vinicius_(suffect_consul_33_BC)	https://en.wikipedia.org/wiki/Quintus_Laronius	https://godot.date/id/2hNRrgmzUwd74Q2ainCpaU	33 BC: L. Vinicius (suff.; September–December) / Q. Laronius (suff.; October–December)
-32	Cn. Domitius Ahenobarbus	C. Sosius	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-458			https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(consul_32_BC)	https://en.wikipedia.org/wiki/Gaius_Sosius	https://godot.date/id/7h6pKGYvAo2mkvtohY5T5i	32 BC: Cn. Domitius Ahenobarbus / C. Sosius
-32	L. Cornelius Cinna (suff.)	M. Valerius Messalla (suff.)	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-459			https://en.wikipedia.org/wiki/Lucius_Cornelius_Cinna_(suffect_consul)	https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_(suffect_consul_32_BC)	https://godot.date/id/6vDHoDraH8mbC4KcHAtXWA	32 BC: L. Cornelius Cinna (suff.) / M. Valerius Messalla (suff.)
-31	M. Antonius III (only in the east)	Imp. Caesar Divi f. III	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-460			https://en.wikipedia.org/wiki/Mark_Antony	https://en.wikipedia.org/wiki/Augustus	https://godot.date/id/3jXmkrk9vQRWexXKKx9Jx8	31 BC: M. Antonius III (only in the east) / Imp. Caesar Divi f. III
-31	M. Valerius Messalla Corvinus (suff.)	Imp. Caesar Divi f. III	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-461			https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_Corvinus	https://en.wikipedia.org/wiki/Augustus	https://godot.date/id/TZbk2RYYBontHuVXXEUsND	31 BC: M. Valerius Messalla Corvinus (suff.) / Imp. Caesar Divi f. III
-31	M. Titius (suff.)	Imp. Caesar Divi f. III	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-462			https://en.wikipedia.org/wiki/Marcus_Titius	https://en.wikipedia.org/wiki/Augustus	https://godot.date/id/Ge5Jr2oBpT4qPkFUCDSi5Y	31 BC: M. Titius (suff.) / Imp. Caesar Divi f. III
-31	Cn. Pompeius (suff.)	Imp. Caesar Divi f. III	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-463			https://en.wikipedia.org/wiki/Gnaeus_Pompeius_(consul_31_BC)	https://en.wikipedia.org/wiki/Augustus	https://godot.date/id/za4fEqmwgvkxzxZVAskPiL	31 BC: Cn. Pompeius (suff.) / Imp. Caesar Divi f. III
-30	Imp. Caesar Divi f. IV	M. Licinius Crassus	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-464			https://en.wikipedia.org/wiki/Augustus	https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus_(consul_30_BC)	https://godot.date/id/xVU5TyQ6vWiwiudPbWMLek	30 BC: Imp. Caesar Divi f. IV / M. Licinius Crassus
-30	Imp. Caesar Divi f. IV	C. Antistius Vetus (suff.)	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-465			https://en.wikipedia.org/wiki/Augustus	https://en.wikipedia.org/wiki/Gaius_Antistius_Vetus_(consul_30_BC)	https://godot.date/id/CwUanbfW4xruLzpBag2xDE	30 BC: Imp. Caesar Divi f. IV / C. Antistius Vetus (suff.)
