emperor_label	wikidata_uri	trib_pot_no	not_before	not_after	godot_uri
Augustus	https://www.wikidata.org/wiki/Q1405	1	-23	-22	https://godot.date/id/wb9N2Xvzh7yE7o4De8ChgF
Augustus	https://www.wikidata.org/wiki/Q1405	2	-22	-21	https://godot.date/id/QPnoP5Yee3Wio4aRa7ocCh
Augustus	https://www.wikidata.org/wiki/Q1405	3	-21	-20	https://godot.date/id/33xxw2GJqF4ZxkCEnqEQCd
Augustus	https://www.wikidata.org/wiki/Q1405	4	-20	-19	https://godot.date/id/3UHtR9NEtWEa7GUjFZuNTJ
Augustus	https://www.wikidata.org/wiki/Q1405	5	-19	-18	https://godot.date/id/4uoPHfPvfBxoMYWwbKNd55
Augustus	https://www.wikidata.org/wiki/Q1405	6	-18	-17	https://godot.date/id/bkUgtjm5B7tFeRqbmuEo5A
Augustus	https://www.wikidata.org/wiki/Q1405	7	-17	-16	https://godot.date/id/8M9VewiHLMsiyTZKbWFfEn
Augustus	https://www.wikidata.org/wiki/Q1405	8	-16	-15	https://godot.date/id/pkKsA5oCqcKzNo5MKWKUbT
Augustus	https://www.wikidata.org/wiki/Q1405	9	-15	-14	https://godot.date/id/gcPU77Q7qMd5bcu4P7VZfL
Augustus	https://www.wikidata.org/wiki/Q1405	10	-14	-13	https://godot.date/id/n3LNnRXqk6qJjNeUsBfJ2a
Augustus	https://www.wikidata.org/wiki/Q1405	11	-13	-12	https://godot.date/id/BGSGcceBPxeAiXByY9SQgY
Augustus	https://www.wikidata.org/wiki/Q1405	12	-12	-11	https://godot.date/id/kJFLEy2oPXN5tVaXRSjHUo
Augustus	https://www.wikidata.org/wiki/Q1405	13	-11	-10	https://godot.date/id/8ETe5pcaabE76wXiuknKwH
Augustus	https://www.wikidata.org/wiki/Q1405	14	-10	-9	https://godot.date/id/8VL92P5Af6vhBoHpFD7DfT
Augustus	https://www.wikidata.org/wiki/Q1405	15	-9	-8	https://godot.date/id/8GLmsderJ4CvtVU2DF5TP3
Augustus	https://www.wikidata.org/wiki/Q1405	16	-8	-7	https://godot.date/id/hLLJ4h2FbxQ8sVhEXWZhjX
Augustus	https://www.wikidata.org/wiki/Q1405	17	-7	-6	https://godot.date/id/d8AvVuNB8WDM2BunJkiZb9
Augustus	https://www.wikidata.org/wiki/Q1405	18	-6	-5	https://godot.date/id/oYyLE6VUchvr73FgwF7FYZ
Augustus	https://www.wikidata.org/wiki/Q1405	19	-5	-4	https://godot.date/id/d36FKr4VMkTD4ZoPnU2QZb
Augustus	https://www.wikidata.org/wiki/Q1405	20	-4	-3	https://godot.date/id/yJwX7nsCFVrvs4vPmNy4Z5
Augustus	https://www.wikidata.org/wiki/Q1405	21	-3	-2	https://godot.date/id/HnfU5FfT5GT2ySYC4ypyGf
Augustus	https://www.wikidata.org/wiki/Q1405	22	-2	-1	https://godot.date/id/NBTqh6Fukzwbzjvkjbitd7
Augustus	https://www.wikidata.org/wiki/Q1405	23	-1	1	https://godot.date/id/FptRaPZpMMeZpcSkr3RiDm
Augustus	https://www.wikidata.org/wiki/Q1405	24	1	2	https://godot.date/id/fuxXS2R7BWFoNFqjn8j4pQ
Augustus	https://www.wikidata.org/wiki/Q1405	25	2	3	https://godot.date/id/UCBeFrb7nowFvo7cLx4Hyd
Augustus	https://www.wikidata.org/wiki/Q1405	26	3	4	https://godot.date/id/yQdBSoNX8YiBVjPcP4z76S
Augustus	https://www.wikidata.org/wiki/Q1405	27	4	5	https://godot.date/id/Jyo8EC5zqyij9ZW6JyHkxT
Augustus	https://www.wikidata.org/wiki/Q1405	28	5	6	https://godot.date/id/cKkkTqKWXEFisAFzBk4ru
Augustus	https://www.wikidata.org/wiki/Q1405	29	6	7	https://godot.date/id/LjdXk757sPwvondKBhnj7e
Augustus	https://www.wikidata.org/wiki/Q1405	30	7	8	https://godot.date/id/6AfH2SWEeweTqaN7hgZXhW
Augustus	https://www.wikidata.org/wiki/Q1405	31	8	9	https://godot.date/id/6R9pWgZkRnnzr86LaSmb4G
Augustus	https://www.wikidata.org/wiki/Q1405	32	9	10	https://godot.date/id/brp7B7GiJENCzYEEwpJ4Ng
Augustus	https://www.wikidata.org/wiki/Q1405	33	10	11	https://godot.date/id/WnJVNpFTMgRjvySyvpjKmd
Augustus	https://www.wikidata.org/wiki/Q1405	34	11	12	https://godot.date/id/TYd66azChWJPn9W7tyoKuh
Augustus	https://www.wikidata.org/wiki/Q1405	35	12	13	https://godot.date/id/rXQyGjpnCkHQnN3nUBBeXa
Augustus	https://www.wikidata.org/wiki/Q1405	36	13	14	https://godot.date/id/Gmu8RiD5LRku6XiwCUgg77
Augustus	https://www.wikidata.org/wiki/Q1405	37	14	14	https://godot.date/id/Yxf2Xj23ZFsLFhV4S2nhL
Tiberius	https://www.wikidata.org/wiki/Q1407	1	-6	-5	https://godot.date/id/S8KiRRofJKXx9zbfyWMjs7
Tiberius	https://www.wikidata.org/wiki/Q1407	2	-5	-4	https://godot.date/id/6zMcPy6oxQTzCwhWwXssYo
Tiberius	https://www.wikidata.org/wiki/Q1407	3	-4	-3	https://godot.date/id/avwhQoXAtc3HscQSQyqYNV
Tiberius	https://www.wikidata.org/wiki/Q1407	4	-3	-2	https://godot.date/id/bAVnhHmrqLoMyPLR87ZjY
Tiberius	https://www.wikidata.org/wiki/Q1407	5	-2	-1	https://godot.date/id/95496hsUGDqukbJqPCLut6
Tiberius	https://www.wikidata.org/wiki/Q1407	6	4	5	https://godot.date/id/jF6tyMssaPkPZihiUadLgF
Tiberius	https://www.wikidata.org/wiki/Q1407	7	5	6	https://godot.date/id/292QnoXVkSPkgurmQHMDhN
Tiberius	https://www.wikidata.org/wiki/Q1407	8	6	7	https://godot.date/id/6zBGZRbHcJnZcQ327XvrgN
Tiberius	https://www.wikidata.org/wiki/Q1407	9	7	8	https://godot.date/id/6ZNkPY45xjRprdGWgbVxQd
Tiberius	https://www.wikidata.org/wiki/Q1407	10	8	9	https://godot.date/id/JXjMCFrWvangaNMjXdJLzS
Tiberius	https://www.wikidata.org/wiki/Q1407	11	9	10	https://godot.date/id/GsvhDCmwgKdVnGQBucUTQS
Tiberius	https://www.wikidata.org/wiki/Q1407	12	10	11	https://godot.date/id/2i4GSNxCpV34T458emxouj
Tiberius	https://www.wikidata.org/wiki/Q1407	13	11	12	https://godot.date/id/LvQRCy4cQdPChB8JMvYMdS
Tiberius	https://www.wikidata.org/wiki/Q1407	14	12	13	https://godot.date/id/XKc4g7eDE6vWpnCfjgcoAV
Tiberius	https://www.wikidata.org/wiki/Q1407	15	13	14	https://godot.date/id/Nosq5LNpwgsWW4fnYUTrVN
Tiberius	https://www.wikidata.org/wiki/Q1407	16	14	15	https://godot.date/id/NPsHEjAL7uzWnhXw5nTs86
Tiberius	https://www.wikidata.org/wiki/Q1407	17	15	16	https://godot.date/id/cfqmv83BDDHQuCNLnSzoY6
Tiberius	https://www.wikidata.org/wiki/Q1407	18	16	17	https://godot.date/id/JXny4ba4RFeL43sNeD2Cuc
Tiberius	https://www.wikidata.org/wiki/Q1407	19	17	18	https://godot.date/id/inH7ektywq2mMLMKMQbmER
Tiberius	https://www.wikidata.org/wiki/Q1407	20	18	19	https://godot.date/id/HDNb6k3vBMFZgdXCEvns5h
Tiberius	https://www.wikidata.org/wiki/Q1407	21	19	20	https://godot.date/id/xnCv9mnpQ6nh3hUaa5PmHm
Tiberius	https://www.wikidata.org/wiki/Q1407	22	20	21	https://godot.date/id/gwTxw2osEatB5R8o6nH9HM
Tiberius	https://www.wikidata.org/wiki/Q1407	23	21	22	https://godot.date/id/odHNHeKY8ruFdrvFQDGAQP
Tiberius	https://www.wikidata.org/wiki/Q1407	24	22	23	https://godot.date/id/Lg4SZVBWWeXeDaWRswGud4
Tiberius	https://www.wikidata.org/wiki/Q1407	25	23	24	https://godot.date/id/cdJSVsAyBRUJ7pFMGyTEN7
Tiberius	https://www.wikidata.org/wiki/Q1407	26	24	25	https://godot.date/id/oUGgEPqxzK4KSaAiCPXHCB
Tiberius	https://www.wikidata.org/wiki/Q1407	27	25	26	https://godot.date/id/6ZbX3PYt5XfvKqUjrU7xhW
Tiberius	https://www.wikidata.org/wiki/Q1407	28	26	27	https://godot.date/id/QBFLeJCePYBZaBdqRwKb5P
Tiberius	https://www.wikidata.org/wiki/Q1407	29	27	28	https://godot.date/id/r9WVqsCqLzEm62sp77cSfj
Tiberius	https://www.wikidata.org/wiki/Q1407	30	28	29	https://godot.date/id/8z98UUoNskogQbQvKKvf68
Tiberius	https://www.wikidata.org/wiki/Q1407	31	29	30	https://godot.date/id/dmxeb7ptvswXbJxb4o67p7
Tiberius	https://www.wikidata.org/wiki/Q1407	32	30	31	https://godot.date/id/SGtRzUupiieUBu8Ewi4b95
Tiberius	https://www.wikidata.org/wiki/Q1407	33	31	32	https://godot.date/id/opdak9pGjwvRqSwkHmhHnb
Tiberius	https://www.wikidata.org/wiki/Q1407	34	32	33	https://godot.date/id/GBLTQYFpuR294oH6GuG8pT
Tiberius	https://www.wikidata.org/wiki/Q1407	35	33	34	https://godot.date/id/coHUhN3C5ELERwWfZDo3UW
Tiberius	https://www.wikidata.org/wiki/Q1407	36	34	35	https://godot.date/id/NUNewZZ2negKa9TcBCrjSf
Tiberius	https://www.wikidata.org/wiki/Q1407	37	35	36	https://godot.date/id/Ahd9Th8A7LiBQKW93hogJN
Tiberius	https://www.wikidata.org/wiki/Q1407	38	36	37	https://godot.date/id/2NpDTgEiDKNMN5mCHgX5i6
Caligula	http://www.wikidata.org/entity/Q1409	1	37	38	https://godot.date/id/b2cv5ZH33jxWSjzh4UVkgE
Caligula	http://www.wikidata.org/entity/Q1409	2	38	39	https://godot.date/id/2j2ZSSRmeVpRkmNrJjBWmP
Caligula	http://www.wikidata.org/entity/Q1409	3	39	40	https://godot.date/id/6EddQFdoN6oNKc4wa3YsxZ
Caligula	http://www.wikidata.org/entity/Q1409	4	40	41	https://godot.date/id/x5iuxhzV9NMMsiYemejPk3
Claudius	http://www.wikidata.org/entity/Q1411	1	41	42	https://godot.date/id/PZq7jGhqJ6tMKTJ73Y9MX6
Claudius	http://www.wikidata.org/entity/Q1411	2	42	43	https://godot.date/id/cAR23AQ2A82LmyntavPJTR
Claudius	http://www.wikidata.org/entity/Q1411	3	43	44	https://godot.date/id/UF4g75TUA5HsBawhLFGQ2h
Claudius	http://www.wikidata.org/entity/Q1411	4	44	45	https://godot.date/id/Qpc5AfS322HkW33AkH5LKZ
Claudius	http://www.wikidata.org/entity/Q1411	5	45	46	https://godot.date/id/6X3Tq3eE4HsCznjmnxVDJU
Claudius	http://www.wikidata.org/entity/Q1411	6	46	47	https://godot.date/id/aHXHhx2AWzMRCV8DrfeEZG
Claudius	http://www.wikidata.org/entity/Q1411	7	47	48	https://godot.date/id/4W6qMfrYda8JGhHP5aS5aM
Claudius	http://www.wikidata.org/entity/Q1411	8	48	49	https://godot.date/id/zJu3qWwaV2WvVAEGmhVECH
Claudius	http://www.wikidata.org/entity/Q1411	9	49	50	https://godot.date/id/yTuwsB3hmhMLiUgqHoKkm9
Claudius	http://www.wikidata.org/entity/Q1411	10	50	51	https://godot.date/id/TFgQq4zianHuduHeTs59sB
Claudius	http://www.wikidata.org/entity/Q1411	11	51	52	https://godot.date/id/oojkE3djHRrNokqde5LXTi
Claudius	http://www.wikidata.org/entity/Q1411	12	52	53	https://godot.date/id/JzcGLD5seAmgGR6jbuTqqc
Claudius	http://www.wikidata.org/entity/Q1411	13	53	54	https://godot.date/id/oescrBfrss8EVyYaf7tNqk
Claudius	http://www.wikidata.org/entity/Q1411	14	54	54	https://godot.date/id/2dRDm3YH8zUcqjmsKkxk53
Nero	http://www.wikidata.org/entity/Q1413	1	54	55	https://godot.date/id/RN6qdN5TwUFKu7V2nYgnFn
Nero	http://www.wikidata.org/entity/Q1413	2	55	56	https://godot.date/id/at8w5gPgsRFPyCLidnsZM3
Nero	http://www.wikidata.org/entity/Q1413	3	56	57	https://godot.date/id/ahVMi7FBhkHXgw4zvXoC8
Nero	http://www.wikidata.org/entity/Q1413	4	57	58	https://godot.date/id/forFufHPKBK3o7nEmYFFZE
Nero	http://www.wikidata.org/entity/Q1413	5	58	59	https://godot.date/id/66kYS45HF6sV3NsgFfWCWS
Nero	http://www.wikidata.org/entity/Q1413	6	59	60	https://godot.date/id/AHcq7gGLjxK4VRnQZriZ8U
Nero	http://www.wikidata.org/entity/Q1413	7	60	61	https://godot.date/id/NRNR2X2UsBxijYjyxJvQ3G
Nero	http://www.wikidata.org/entity/Q1413	8	61	62	https://godot.date/id/FEDENJoUmZzpD77CWTeZcX
Nero	http://www.wikidata.org/entity/Q1413	9	62	63	https://godot.date/id/yTGmAuRJ6qHUMezoaRCYuW
Nero	http://www.wikidata.org/entity/Q1413	10	63	64	https://godot.date/id/GH2RTwoeMhPkdVagQqGaFk
Nero	http://www.wikidata.org/entity/Q1413	11	64	65	https://godot.date/id/ptkyoj4dbNWyisxh5xU98c
Nero	http://www.wikidata.org/entity/Q1413	12	65	66	https://godot.date/id/XuYVXq7vZdPWnGyBRx7Sa6
Nero	http://www.wikidata.org/entity/Q1413	13	66	67	https://godot.date/id/sbAesb66awNochAWW4mdyD
Nero	http://www.wikidata.org/entity/Q1413	14	67	68	https://godot.date/id/ht5PKQayRwweeUZ5R9iy6
Galba	http://www.wikidata.org/entity/Q1414	1	68	69	https://godot.date/id/m5ZLhqq6fQ6CZ65tEvoR7
Otho	http://www.wikidata.org/entity/Q1416	1	68	69	https://godot.date/id/gbBQajB5phuugqy4JabodB
Vitellius	http://www.wikidata.org/entity/Q1417	1	69	69	https://godot.date/id/HLbpQDU6esPgr45SG4sLYe
Vespasian	http://www.wikidata.org/entity/Q1419	1	69	70	https://godot.date/id/qVv2YSqfTBTPyMT8HDccke
Vespasian	http://www.wikidata.org/entity/Q1419	2	70	71	https://godot.date/id/UKcUeeggrkrpKUo38xrYKB
Vespasian	http://www.wikidata.org/entity/Q1419	3	71	72	https://godot.date/id/qEhjNGY2AkxDLDgtrPZVGY
Vespasian	http://www.wikidata.org/entity/Q1419	4	72	73	https://godot.date/id/quvqh8ng4eHvn68F944wci
Vespasian	http://www.wikidata.org/entity/Q1419	5	73	74	https://godot.date/id/RX2GYvf4ThgMQnqiLenW7F
Vespasian	http://www.wikidata.org/entity/Q1419	6	74	75	https://godot.date/id/tKF6gqMHJv9YTtMnfxNnLB
Vespasian	http://www.wikidata.org/entity/Q1419	7	75	76	https://godot.date/id/2bJ4rmoDxsar9cF7X53dZ6
Vespasian	http://www.wikidata.org/entity/Q1419	8	76	77	https://godot.date/id/z65SiXbWkjFtb9jtyBMZQN
Vespasian	http://www.wikidata.org/entity/Q1419	9	77	78	https://godot.date/id/RdHLXDcqcCKHg4t3kU299c
Vespasian	http://www.wikidata.org/entity/Q1419	10	78	79	https://godot.date/id/WbFCQ7e2jgvCawNkp22ixQ
Titus	http://www.wikidata.org/entity/Q1421	1	71	72	https://godot.date/id/xC5NvnWBkrCC5HW8pnxk2h
Titus	http://www.wikidata.org/entity/Q1421	2	72	73	https://godot.date/id/SSTciicFVNSp3NN9XerbDT
Titus	http://www.wikidata.org/entity/Q1421	3	73	74	https://godot.date/id/e8v9HRwni45hHZuyPjgUvS
Titus	http://www.wikidata.org/entity/Q1421	4	74	75	https://godot.date/id/5WaKoWPjAhnNrnXNUdcfr9
Titus	http://www.wikidata.org/entity/Q1421	5	75	76	https://godot.date/id/TX9bFedn5sFvMHmiSGC25D
Titus	http://www.wikidata.org/entity/Q1421	6	76	77	https://godot.date/id/qzaPmEwEBBojtaTuPXdqMo
Titus	http://www.wikidata.org/entity/Q1421	7	77	78	https://godot.date/id/cbShsoDYDD8658nwDywKrR
Titus	http://www.wikidata.org/entity/Q1421	8	78	79	https://godot.date/id/YZfhKxmfNgcxVXX9BsoGfk
Titus	http://www.wikidata.org/entity/Q1421	9	79	80	https://godot.date/id/sLyAFvSedRpKEHCevN3y3E
Titus	http://www.wikidata.org/entity/Q1421	10	80	81	https://godot.date/id/vyPLbxVFTbt4QKfckhMj27
Titus	http://www.wikidata.org/entity/Q1421	11	81	81	https://godot.date/id/DZAqbSgGqY4ZMwPgge6dvJ
Domitian	http://www.wikidata.org/entity/Q1423	1	81	82	https://godot.date/id/khuZpwhgkuuwdWMgLLWLCZ
Domitian	http://www.wikidata.org/entity/Q1423	2	82	83	https://godot.date/id/bBSgKKNmxwrJqhAy5NdoDK
Domitian	http://www.wikidata.org/entity/Q1423	3	83	84	https://godot.date/id/hXtvxjWRwNez3yFHAQ9BhQ
Domitian	http://www.wikidata.org/entity/Q1423	4	84	85	https://godot.date/id/YkLF7nbSqSTz3ZX3qUX4jB
Domitian	http://www.wikidata.org/entity/Q1423	5	85	86	https://godot.date/id/jpKpH39e6shXrTDVjFK7y6
Domitian	http://www.wikidata.org/entity/Q1423	6	86	87	https://godot.date/id/6DYKojBbjhmVZoPLr6AU2b
Domitian	http://www.wikidata.org/entity/Q1423	7	87	88	https://godot.date/id/iWLCybQos9EVZVGGJT27TR
Domitian	http://www.wikidata.org/entity/Q1423	8	88	89	https://godot.date/id/kK8bGREtme3Wjz5bhaJ57P
Domitian	http://www.wikidata.org/entity/Q1423	9	89	90	https://godot.date/id/ZZLFHp7qSYECWbM9a2wbiE
Domitian	http://www.wikidata.org/entity/Q1423	10	90	91	https://godot.date/id/7vrENM9GrQjiEqgGmF4ndP
Domitian	http://www.wikidata.org/entity/Q1423	11	91	92	https://godot.date/id/YDdtk5MbdZeDgN2NnbAKsU
Domitian	http://www.wikidata.org/entity/Q1423	12	92	93	https://godot.date/id/pGw74sUikhysr9z5KLmCXd
Domitian	http://www.wikidata.org/entity/Q1423	13	93	94	https://godot.date/id/A3kkx3Y8PJVLaLUS3s2nRD
Domitian	http://www.wikidata.org/entity/Q1423	14	94	95	https://godot.date/id/wXBjfXqcAcxxieY3M7AyEb
Domitian	http://www.wikidata.org/entity/Q1423	15	95	96	https://godot.date/id/4vGpJFUzc7rUtV8QXJcFMb
Domitian	http://www.wikidata.org/entity/Q1423	16	96	96	https://godot.date/id/bmUQbyRtEepxXJHMfzzJze
Nerva	http://www.wikidata.org/entity/Q1424	1	96	97	https://godot.date/id/FHLWwCgb2dSJxG2ApMJJek
Nerva	http://www.wikidata.org/entity/Q1424	2	97	97	https://godot.date/id/5CgSy2shEbBbAez2LXjip4
Nerva	http://www.wikidata.org/entity/Q1424	3	97	98	https://godot.date/id/7YJnxkSbVsBeR52gQC3LbE
Trajan	http://www.wikidata.org/entity/Q1425	1	97	97	https://godot.date/id/38HqsyCsNigm2M2jqzbvYT
Trajan	http://www.wikidata.org/entity/Q1425	2	97	98	https://godot.date/id/xnsSoHhSQpFJXS2ao6o377
Trajan	http://www.wikidata.org/entity/Q1425	3	98	99	https://godot.date/id/pTwyv9z5DvmKLeRgpZchoh
Trajan	http://www.wikidata.org/entity/Q1425	4	99	100	https://godot.date/id/6x9aGYbhPBTet9wihy3pLL
Trajan	http://www.wikidata.org/entity/Q1425	5	100	101	https://godot.date/id/rNCnSnxP2BqUtxVhkdZTtZ
Trajan	http://www.wikidata.org/entity/Q1425	6	101	102	https://godot.date/id/Znm6XowaqmNqWCe4wFMDKL
Trajan	http://www.wikidata.org/entity/Q1425	7	102	103	https://godot.date/id/J5kBHBBspVRTmRKsnN92YX
Trajan	http://www.wikidata.org/entity/Q1425	8	103	104	https://godot.date/id/W7VFc5V96i5LQcgpe5vTeJ
Trajan	http://www.wikidata.org/entity/Q1425	9	104	105	https://godot.date/id/mq7Y4kodBkGgkNDcoXKpYA
Trajan	http://www.wikidata.org/entity/Q1425	10	105	106	https://godot.date/id/8UQeNEmA8w5QStdE3STNKS
Trajan	http://www.wikidata.org/entity/Q1425	11	106	107	https://godot.date/id/2apQbdKj5PEL2KLfYMe3eS
Trajan	http://www.wikidata.org/entity/Q1425	12	107	108	https://godot.date/id/LTNf5LhzPv6yE7JZ2jizJm
Trajan	http://www.wikidata.org/entity/Q1425	13	108	109	https://godot.date/id/of9fpiJ29BxYJqajypoCWj
Trajan	http://www.wikidata.org/entity/Q1425	14	109	110	https://godot.date/id/M7NGqABLhRisoPjHEhMVjk
Trajan	http://www.wikidata.org/entity/Q1425	15	110	111	https://godot.date/id/hzEXTbKNhAFRt5jnH4CRWo
Trajan	http://www.wikidata.org/entity/Q1425	16	111	112	https://godot.date/id/98NikVkPL7mBA5pVJBNXqK
Trajan	http://www.wikidata.org/entity/Q1425	17	112	113	https://godot.date/id/Je4rUcPZVCYhjkUxsSmgq4
Trajan	http://www.wikidata.org/entity/Q1425	18	113	114	https://godot.date/id/jYzj9AjfLuYk2CDzkP8oW9
Trajan	http://www.wikidata.org/entity/Q1425	19	114	115	https://godot.date/id/GF63kz586jeEDGy3r4LNgL
Trajan	http://www.wikidata.org/entity/Q1425	20	115	116	https://godot.date/id/Q5G2XYoTDUhnrduJdckf9E
Trajan	http://www.wikidata.org/entity/Q1425	21	116	117	https://godot.date/id/BGY4t4v2eqzyneLhw43APe
Hadrian	http://www.wikidata.org/entity/Q1427	1	117	117	https://godot.date/id/P4WPqfdHVe3i4LRqpSjqpV
Hadrian	http://www.wikidata.org/entity/Q1427	2	117	118	https://godot.date/id/pJxLZa8AHFRyLXiTk4xxra
Hadrian	http://www.wikidata.org/entity/Q1427	3	118	119	https://godot.date/id/8mTao3GAfNBvocScnoHmNj
Hadrian	http://www.wikidata.org/entity/Q1427	4	119	120	https://godot.date/id/24HhkGAL6CTEpQvWtECAk8
Hadrian	http://www.wikidata.org/entity/Q1427	5	120	121	https://godot.date/id/avVCFmfQmGapo9u5bmAdr6
Hadrian	http://www.wikidata.org/entity/Q1427	6	121	122	https://godot.date/id/i5XGziem4ABrt2AMCtqH8S
Hadrian	http://www.wikidata.org/entity/Q1427	7	122	123	https://godot.date/id/iiapbPRXRbgzzwjeRN9JDT
Hadrian	http://www.wikidata.org/entity/Q1427	8	123	124	https://godot.date/id/SkTwK6ZjjDFexyujQmPzFk
Hadrian	http://www.wikidata.org/entity/Q1427	9	124	125	https://godot.date/id/3gn9pBQVVSeWwhVLaft5BR
Hadrian	http://www.wikidata.org/entity/Q1427	10	125	126	https://godot.date/id/bGsXhi7w4HkhyBCgt3FpMh
Hadrian	http://www.wikidata.org/entity/Q1427	11	126	127	https://godot.date/id/Vr2hNtDv2eJYBUpNUwzTf
Hadrian	http://www.wikidata.org/entity/Q1427	12	127	128	https://godot.date/id/88XE5Jn2wt4wW3nHJ6EWYE
Hadrian	http://www.wikidata.org/entity/Q1427	13	128	129	https://godot.date/id/u7we5Vgh9wdGTdF7uXX9Z3
Hadrian	http://www.wikidata.org/entity/Q1427	14	129	130	https://godot.date/id/HggLQonmn2wKKR6vyZr8VL
Hadrian	http://www.wikidata.org/entity/Q1427	15	130	131	https://godot.date/id/ipvKCecEbCHXbQdeY8HeVD
Hadrian	http://www.wikidata.org/entity/Q1427	16	131	132	https://godot.date/id/QuQXrwXwS9Wm22Q6kp5wCm
Hadrian	http://www.wikidata.org/entity/Q1427	17	132	133	https://godot.date/id/EZkRVfHLx3Q3H6nU4WMjaV
Hadrian	http://www.wikidata.org/entity/Q1427	18	133	134	https://godot.date/id/vCK8TA9bcWLBm7psgpdznM
